phi_p,phi_c
0.00010919839679358718,0.03591783567134269
0.00010919839679358718,0.0676613226452906
0.00011118236472945892,0.027981963927855714
0.00011118236472945892,0.08551703406813628
0.00011316633266533067,0.02361723446893788
0.00011316633266533067,0.09920641282565132
0.00011515030060120241,0.020641282565130262
0.00011713426853707416,0.018458917835671346
0.0001191182364729459,0.016673346693386777
0.00012110220440881764,0.015284569138276555
0.0001230861723446894,0.014094188376753507
0.00012507014028056114,0.013102204408817635
0.0001270541082164329,0.012308617234468938
0.00012903807615230462,0.011515030060120241
0.00013102204408817637,0.01091983967935872
0.00013300601202404812,0.010324649298597194
0.00013498997995991984,0.009729458917835672
0.0001369739478957916,0.009332665330661325
0.00013895791583166335,0.008935871743486975
0.00014094188376753507,0.008539078156312626
0.00014292585170340682,0.008142284569138278
0.00014490981963927857,0.007745490981963928
0.00014689378757515032,0.007547094188376754
0.00014887775551102205,0.00734869739478958
0.0001508617234468938,0.006951903807615231
0.00015284569138276555,0.006753507014028057
0.00015482965931863727,0.006555110220440883
0.00015681362725450903,0.006356713426853708
0.00015879759519038078,0.0061583166332665334
0.00016078156312625253,0.005959919839679359
0.00016276553106212425,0.005761523046092185
0.000164749498997996,0.005563126252505011
0.00016673346693386776,0.005364729458917836
0.0001687174348697395,0.005364729458917836
0.00017070140280561123,0.005166332665330662
0.00017268537074148298,0.004967935871743487
0.00017466933867735473,0.004967935871743487
0.00017665330661322646,0.004769539078156313
0.0001786372745490982,0.0045711422845691385
0.00018062124248496996,0.0045711422845691385
0.0001826052104208417,0.004372745490981964
0.00018458917835671344,0.004372745490981964
0.0001865731462925852,0.00417434869739479
0.00018855711422845694,0.00417434869739479
0.00019054108216432866,0.00417434869739479
0.00019252505010020041,0.003975951903807616
0.00019450901803607217,0.003975951903807616
0.00019649298597194392,0.0037775551102204414
0.00019847695390781564,0.0037775551102204414
0.0002004609218436874,0.0037775551102204414
0.00020244488977955914,0.0035791583166332667
0.00020442885771543087,0.0035791583166332667
0.00020641282565130262,0.0035791583166332667
0.00020839679358717437,0.0033807615230460925
0.00021038076152304612,0.0033807615230460925
0.00021236472945891785,0.0033807615230460925
0.0002143486973947896,0.003182364729458918
0.00021633266533066135,0.003182364729458918
0.00021831663326653307,0.003182364729458918
0.00022030060120240482,0.003182364729458918
0.00022228456913827657,0.0029839679358717435
0.00022426853707414833,0.0029839679358717435
0.00022625250501002005,0.0029839679358717435
0.0002282364729458918,0.0029839679358717435
0.00023022044088176355,0.0027855711422845693
0.00023220440881763528,0.0027855711422845693
0.00023418837675350703,0.0027855711422845693
0.00023617234468937878,0.0027855711422845693
0.00023815631262525053,0.0027855711422845693
0.00024014028056112226,0.002587174348697395
0.000242124248496994,0.002587174348697395
0.00024410821643286576,0.002587174348697395
0.0002460921843687375,0.002587174348697395
0.00024807615230460926,0.002587174348697395
0.000250060120240481,0.002587174348697395
0.00025204408817635276,0.0023887775551102207
0.00025402805611222446,0.0023887775551102207
0.00025601202404809627,0.0023887775551102207
0.00025799599198396796,0.0023887775551102207
0.0002599799599198397,0.0023887775551102207
0.00026196392785571147,0.0023887775551102207
0.0002639478957915832,0.0021903807615230465
0.00026593186372745497,0.0021903807615230465
0.0002679158316633267,0.0021903807615230465
0.00026989979959919847,0.0021903807615230465
0.00027188376753507017,0.0021903807615230465
0.0002738677354709419,0.0021903807615230465
0.00027585170340681367,0.0021903807615230465
0.0002778356713426854,0.0021903807615230465
0.00027981963927855717,0.0019919839679358718
0.0002818036072144289,0.0019919839679358718
0.0002837875751503007,0.0019919839679358718
0.00028577154308617237,0.0019919839679358718
0.0002877555110220441,0.0019919839679358718
0.0002897394789579159,0.0019919839679358718
0.0002917234468937876,0.0019919839679358718
0.0002937074148296594,0.0019919839679358718
0.00029569138276553113,0.0019919839679358718
0.0002976753507014029,0.0017935871743486975
0.0002996593186372746,0.0017935871743486975
