phi_p,I,label,I_range
0.0007762164880704037,0.4147813494603565,False,low
0.0004444896553545318,0.2974538974886427,False,low
0.0008600119407122687,0.12318251884966425,True,low
0.0007003943487687703,0.3730918253294896,False,low
0.00010323557440877304,0.043155966942858906,False,low
0.0009758661281203884,0.3874344993899428,False,low
0.0007635283049704495,0.29540262589926375,False,low
0.0007882036622241843,0.0562644088798044,True,low
0.00013683249634879042,0.04067327598309274,False,low
0.00045588207851661146,0.3756673303847948,False,low
0.00037709004399025546,0.14717501734541474,False,low
0.0009274973389601158,0.44476162353283955,False,low
0.0006474264688798579,0.38127443749405787,True,low
0.0008245339971381217,0.3493969321141403,False,low
0.00044898005683905785,0.14002442026409204,True,low
0.00023496633456692912,0.35476331499178737,False,low
0.0005590389391456765,0.47412569457290216,False,low
7.317908354313356e-05,0.04668835735091389,False,low
0.0008293548602726563,0.16375515835977944,True,low
0.0006353477551308442,0.11810146046533548,True,low
0.0007605068626845202,0.19723181706593268,False,low
0.0003609807084485697,0.37142399477211924,False,low
0.0009709910441509543,0.23764704813126789,False,low
0.0008941899101089757,0.2857945724540029,False,low
0.0007805996621030243,0.15776328915109283,True,low
0.0002026923207734479,0.07150334427646317,True,low
0.00047205379368976387,0.13419989081992653,True,low
5.3365728129356486e-05,0.4299804703197515,False,low
0.00016274659714687236,0.3016060641145518,False,low
0.0006862184637100301,0.18961634792541962,False,low
0.000747314534348739,0.3951630848860582,False,low
0.0009678346351098679,0.03316425879499947,True,low
0.00033256710455677044,0.12769165287327044,False,low
0.0003767551089745202,0.1158214738746123,False,low
0.00047486025316304984,0.4926969165219428,False,low
0.00019757664549344283,0.3533431926139874,False,low
0.00013862229028211692,0.3092751822578885,False,low
0.00048094787696367444,0.0034874976819419764,True,low
0.00023464025556037526,0.09297069104283882,False,low
0.0006731158547356853,0.3181351051935661,False,low
0.00044278039968360743,0.1904799439143512,False,low
0.0008343514140972591,0.46221591145585134,True,low
0.0007032624509822267,0.3825973853517372,False,low
0.0003192429749682207,0.22424465232925586,False,low
0.0008339372033812491,0.37500797379159695,False,low
0.0008067167139218338,0.4877267575892846,False,low
0.00039360359523987276,0.23102943152603383,False,low
0.0002954448228909417,0.32162041805637814,False,low
0.0006856705489352257,0.4594136429155863,False,low
0.0001483549587732167,0.12508865635605046,False,low
0.00020790912045035723,0.4433923989194729,False,low
1.7288647053495458e-05,0.049674808679718345,False,low
0.000789055133727117,0.3245756371232356,False,low
0.0006682023480261118,0.39163623937283637,False,low
0.0007081137248400718,0.30768850340696063,True,low
0.0007829217407117482,0.24827186727211897,False,low
0.00046432661778295656,0.30905620286291735,False,low
0.0005730537839933648,0.07668019068094284,True,low
0.00014839902814638088,0.10856978445477895,False,low
0.00012338477280061371,0.13567977263421463,False,low
0.000671718932172567,0.299291890974389,False,low
0.0004763852440817012,0.22150863579879018,False,low
0.000569583745416377,0.12299344540043393,True,low
0.0007673488688418654,0.4415218567401455,False,low
0.000638371136800585,0.18758699830631848,False,low
0.0005580436066514159,0.2235698278957157,False,low
0.0005636150891379594,0.20544083719794828,False,low
0.0003109105970819861,0.09178953468309957,True,low
4.050965622226001e-05,0.36608188069968645,False,low
0.00044235021534003876,0.22478067287216014,False,low
0.00022243882609133392,0.009112297836466506,True,low
0.0004144433572873898,0.4820428374775387,False,low
0.0008548690425354844,0.4080660421861114,True,low
0.00024160009100668734,0.36205611769180984,False,low
6.771971427217536e-05,0.43467684338874596,False,low
0.0002885700531017766,0.4534968195491696,False,low
0.0003006578201890168,0.16940736348583488,False,low
0.0006652973495796261,0.3058683805299326,False,low
0.0005614618308178655,0.3047950967935915,False,low
0.0007860592270153494,0.1343825347364879,True,low
0.0006676704049241136,0.11175417347208653,True,low
0.00041232299282566984,0.05783972015469202,True,low
0.0008158801808193743,0.3299977837623099,False,low
0.00017530319070862687,0.39067857652435917,False,low
3.2484952402521875e-05,0.3807155367789849,False,low
9.914738216788533e-05,0.1588214132153022,False,low
0.0007251357570904858,0.10342466538213592,True,low
0.00046725845794887356,0.22735347504885633,False,low
0.00016965906124326579,0.2738599166600148,False,low
0.00050603432735233,0.4596244768563093,False,low
0.00016078898168603672,0.437536753982753,False,low
0.0006993571713269586,0.458113107319612,False,low
0.00045169471281829044,0.42528093018285384,False,low
0.0003872110138355177,0.4823260210137193,False,low
0.0003084969682563978,0.23328449858735967,False,low
0.0006339797671876996,0.02468927521911409,True,low
0.0003681944844478565,0.04269745404209064,True,low
9.677342012294e-05,0.19574779474439924,False,low
0.00012682584309931018,0.12958585854522564,False,low
0.0009622786879040195,0.0858003550891726,True,low
0.000909494883800531,0.47664868347981565,False,low
0.0007027100624726421,0.0985143746169006,True,low
0.0002732112618449244,0.4797302568853003,False,low
0.0009694846135742467,0.38065858132028235,False,low
0.0007809633949261367,0.3208318903904865,False,low
0.0007197212872674057,0.3383334610845998,False,low
0.0004548678871223508,0.16640568750590287,False,low
0.00027951914622670744,0.3235670919910828,False,low
0.0001054270525319643,0.09415936702235139,False,low
0.0009035763725784033,0.4689150108354538,False,low
0.000461218526935275,0.1515948766403362,False,low
0.000210339731147278,0.12833806963447755,False,low
0.000312897057909146,0.3558702362988846,False,low
0.0005834273732524771,0.32856791031502475,False,low
0.0001850050551098394,0.22619816025330933,False,low
0.0008580481412514518,0.3165906711107024,False,low
0.000760934334536858,0.08058704280866721,True,low
0.0007222683263914274,0.33699082539357555,False,low
0.0004377721093773527,0.13603473690240175,True,low
0.0006310357522954188,0.1371451523615522,False,low
0.0005882569892236082,0.0819277875369485,True,low
0.0006533481355392719,0.16685619038304614,True,low
9.35998779284902e-05,0.16629427909535274,False,low
0.00042164932814890357,0.22763532683943236,False,low
5.119803212327355e-05,0.0960193328285084,False,low
0.0004990509110520737,0.09731076054322439,True,low
0.0003365626002094575,0.27132754725995095,False,low
0.00015307894697738644,0.0653098249305671,True,low
0.00011236893804532613,0.3447596069864287,False,low
0.0005917681264559349,0.4720296158054357,False,low
0.00017888703885151724,0.21397101521052475,False,low
0.0009258689171930293,0.4506515512621877,False,low
0.000585250528303391,0.050059978971806356,True,low
0.0003534011064894887,0.02243585606044664,True,low
0.0005950063365666026,0.36096306987940613,False,low
3.257583231940052e-05,0.38074976491776674,False,low
0.0009589736211090309,0.4216860622419099,False,low
0.00048748040257347124,0.029352021521590728,True,low
0.0007849078749777834,0.3886766204234584,False,low
9.190269992321418e-05,0.1888928276654943,False,low
0.0004917917475297787,0.1523654787084171,True,low
0.0004957999244109757,0.08733893675030516,True,low
0.000938448190425233,0.49801186179616097,False,low
0.0005760107718523147,0.03276813107011295,True,low
0.0004787545070463843,0.4136769992893917,False,low
0.00027430590646097466,0.3201077233097732,False,low
0.0003382533073691267,0.3678051416866717,False,low
0.0005254656784468224,0.3561468428409764,False,low
0.00044452234570199626,0.4293588080515181,False,low
3.139595908152712e-05,0.09271224285819804,False,low
0.0008280290049524142,0.001411483800508003,True,low
0.0008971991641213691,0.2996657160325898,False,low
0.00014884659810862467,0.17757546102234364,False,low
0.000558495782103659,0.0627698782274517,True,low
0.00011748998372408911,0.09388323829801519,False,low
0.0006755176921094136,0.16654290691715223,True,low
0.00028842144600061824,0.03604645207246491,True,low
0.0006628284083449828,0.029399687862096978,True,low
0.0007297246681440138,0.45809710116138963,True,low
0.0007709610169984804,0.1567392719274944,True,low
0.0001166635364963376,0.49113311803931886,False,low
0.0009168517266862319,0.48221913715686954,False,low
0.000237911850985932,0.07214306988122979,True,low
4.7038430614417976e-05,0.35774722714519924,False,low
0.0005593039446975686,0.30080163967440754,False,low
0.0003772130610238144,0.34563288947947163,False,low
0.0008314918457010891,0.048999309007222915,True,low
0.0008101689573436588,0.09509147923864446,True,low
0.00032396750389448824,0.039242692063989865,True,low
0.0009533704011190475,0.30246296840331854,False,low
0.00029800865975871744,0.4933089468486965,False,low
0.0005199065579393974,0.3363202842913128,False,low
0.00026340543966192674,0.3556700059759429,False,low
0.0009366831343484738,0.49230793573009723,False,low
0.00017296173940619796,0.3393277655317263,False,low
5.446151319840569e-05,0.021050604741606697,False,low
0.00044074608940300756,0.4336357948274422,False,low
0.0009924518084152786,0.18297446689901936,True,low
0.0008927604935923648,0.0031774471358429674,True,low
0.0007511219392623798,0.25410985460284946,False,low
0.0008918845659697396,0.46857048543725555,False,low
0.0008945121733008846,0.1294080129102966,True,low
0.0005236697767825846,0.24626507335336711,False,low
0.0003227697613124851,0.08771466700341299,True,low
0.0007742923077898782,0.02978864316155361,True,low
0.0006650446505360835,0.04119192840984348,True,low
0.000379921151584973,0.3637784420747164,False,low
0.00010352200138090012,0.43217316090033236,False,low
0.0007493217152355358,0.07250612078699306,True,low
0.00026983591076363607,0.14487096533742388,False,low
0.0009374450190284414,0.09831970435476883,True,low
0.0002485608692556279,0.014401032686287538,True,low
0.00013153035308737117,0.2771622535736048,False,low
0.0008328015454036571,0.35026116289868614,False,low
0.0001617514734582491,0.32429086296165016,False,low
0.0001874756250761617,0.19463872010382155,False,low
0.0006033889636056351,0.27795011272401277,False,low
0.0008758164204290898,0.047955554011476116,True,low
0.0002044703190574275,0.07799755564261954,False,low
0.0003172204361710939,0.4659655151569387,False,low
0.0007796307898587659,0.3809923661621285,False,low
0.0009721081618003577,0.4614468088167585,False,low
0.0005057337743403189,0.45842346196518424,False,low
0.00015245852752573827,0.3250469159367626,False,low
2.379692483111953e-05,0.46419108540797044,False,low
0.00023735946969886672,0.20893534743814912,False,low
0.00014050399560865581,0.002804506147685527,True,low
0.000680882086876729,0.032222986807233525,True,low
0.0001306141795822458,0.05563417552470679,False,low
0.0005112666323044267,0.04858137313824727,True,low
0.0006973198112864577,0.17649949303428147,True,low
0.0005853054431286934,0.35093413274756946,False,low
0.00020777789514345705,0.39553375449364697,False,low
0.0008060832809204401,0.29551642389796773,False,low
0.0007182530583196437,0.0740716511039328,True,low
0.0007415941638763864,0.37420289947193947,False,low
0.00013974717404174013,0.1780461576496619,False,low
0.00013251626561384115,0.007483680987226326,True,low
0.0009282869254964426,0.14101372164584192,True,low
0.00040360241188669123,0.16596967651634797,False,low
0.0003079392048631304,0.13784852207383336,False,low
0.000493698204898018,0.40612320644060523,False,low
0.0006662355706359466,0.38020327239945106,False,low
0.0009560670244765003,0.3480804631759081,False,low
0.0002935817646132345,0.07036353417762038,True,low
0.0009255603450189069,0.4041091209434347,False,low
3.461089647239375e-05,0.3389108048699985,False,low
0.0005596460619035564,0.09822400555421455,True,low
0.0006376353605642743,0.32439887121047667,False,low
0.00011483842971324575,0.24227230886083684,False,low
0.0001489362010932735,0.2202356808662563,False,low
0.0004249231761231408,0.056949458572722024,True,low
0.0009665695930217499,0.25963383364673753,False,low
0.0006000821277020291,0.05086597267720946,True,low
0.0009336929893842092,0.08296244023987905,True,low
0.0008063173064568411,0.0671406108231066,True,low
0.0004727077855397386,0.4771000312559338,False,low
0.0007869158147596656,0.14314748053150114,True,low
2.7658416137217857e-05,0.17824695747440786,False,low
0.00011805255679807759,0.161718222541722,False,low
0.000831134328733909,0.44922697214389373,False,low
0.0007988489174419101,0.2819199897561094,False,low
0.00024031433454676935,0.45966078956772255,False,low
0.000535461894693063,0.15066252800811988,True,low
0.0006099556624930109,0.058302502541542525,True,low
0.0008690615642382511,0.2785530079093631,False,low
0.0006070760857653384,0.17342295890321874,False,low
0.00041844585358094354,0.4011515099118834,False,low
0.0003804422029731109,0.43983228104691763,False,low
0.0004316232655097748,0.23681418194262882,False,low
0.0006554117153241744,0.48570815301866865,False,low
0.0008688157254348016,0.2769534901658585,False,low
0.00045935791325553676,0.13618927629976993,True,low
0.00025536116732184454,0.244998782156793,False,low
0.00024429573936760534,0.019617835909060875,True,low
0.0007485541374410119,0.4021965789712707,False,low
0.0008184030757896713,0.051616090376356054,True,low
0.00011422529905558371,0.15506549576299947,False,low
7.589326838562637e-05,0.28309295695546677,False,low
0.0005984893271188873,0.022444587697802536,True,low
0.0001547115117507713,0.040579132691542674,True,low
0.000826417548551778,0.3483620624488934,False,low
0.0003172313271848337,0.0368167694373236,True,low
0.00015243321364143123,0.23906435025744088,False,low
0.0009217607677625757,0.17000912107695443,True,low
0.0001738764055079254,0.11481162457025182,False,low
0.0002918728815145562,0.09520067003396905,True,low
0.00016207726124013806,0.38194223557255713,False,low
0.00012433516302870143,0.475819554381991,False,low
3.0936536173075634e-05,0.07094969135946254,True,low
6.484145507261751e-05,0.47988092836788937,False,low
0.00018289505622649417,0.29778648923407675,False,low
6.284811330090363e-05,0.3211885422762653,False,low
0.0005952323779498615,0.35525326269314833,True,low
0.0006839073815315113,0.3523553262869359,False,low
0.00039969415226370796,0.41008574298465844,False,low
0.00032481118598252896,0.24225085702250104,False,low
0.0005094809746520078,0.26714593516983587,False,low
0.0008762548928122625,0.16258967422924453,True,low
0.000852620310553984,0.05352353929777541,True,low
5.304031139266402e-05,0.3326554552721833,False,low
0.00018968342550055884,0.01777137462393921,True,low
0.00024437742239335206,0.13854189049060078,False,low
0.0002568937000738897,0.048020702358604034,True,low
0.000575520325225345,0.09617285150403632,True,low
0.00042209980144616036,0.319726725535793,False,low
5.8761578728318044e-05,0.31460983847225416,False,low
0.0003798779970749759,0.21110640158486033,False,low
0.0005285154192304609,0.045995816268256086,True,low
0.0001106551838746788,0.2172535843132448,False,low
0.0008351239682506741,0.1770196910572884,True,low
6.144224780045321e-05,0.3605091172751189,False,low
0.0009255934503278815,0.28993427749132683,False,low
0.00010812201016407674,0.2462913179011625,False,low
0.0008451392020817752,0.2440040590701926,False,low
0.0009036266124883409,0.483182146742949,False,low
0.0009797749737807267,0.37839081663002183,False,low
0.0008040056214708576,0.24899280066960378,False,low
0.0007816827653636156,0.2401320838315998,False,low
0.0006460584432355922,0.014213071551176761,True,low
0.0007812063910323477,0.47131212239658354,False,low
0.00014320668632901562,0.16026781191189748,False,low
0.000540707355588161,0.12871360185849115,True,low
0.0005190806414885103,0.499705053768448,False,low
0.000858996422681332,0.3596261460807577,False,low
0.00046817137193758075,0.024634522876344704,True,low
0.00039123860113934997,0.03188085303576265,True,low
0.000643167638524739,0.013725280416138737,True,low
0.00027379868432583765,0.30020983085692166,False,low
0.0001483707268444173,0.03671068553091395,True,low
0.00048309850128350836,0.4667607900656204,False,low
0.0004227204749089362,0.4685163634713163,False,low
0.00024024424112358496,0.2734809793072918,False,low
0.0003738366920139768,0.30870282676657945,False,low
0.00037272852532798496,0.14665530636109966,False,low
0.00033422060876842004,0.03292229866172839,True,low
0.0003856694389296597,0.36899276215071597,False,low
0.000688885912001386,0.05179120838575971,True,low
0.00030390770982557247,0.04369326286817818,True,low
0.000949369347448187,0.15630033149290767,True,low
0.0009171845393427962,0.007220364259103148,True,low
0.00048610132401707783,0.2175837722624017,False,low
0.0003350775929546419,0.3541327741299583,False,low
0.0005400804419317031,0.40087311677954757,False,low
0.0008500748838858883,0.30254934459566174,False,low
0.0006560614671545011,0.4235902273538424,False,low
0.0008063479096676067,0.20384459967978805,False,low
0.0005373950533050828,0.42453727044517786,False,low
0.0006365884529749446,0.2537301819386913,False,low
0.0002952740580406371,0.11229502787114935,False,low
0.0007375442306871879,0.47212867768357253,False,low
0.00021038054719446116,0.13821046604472112,False,low
0.0006978501475303132,0.014074540609708763,True,low
0.0008621118776426351,0.12209434743455844,True,low
0.0001407818089285285,0.18397709306745644,False,low
0.0006182359431365006,0.17632349196134278,False,low
0.00010414479074763526,0.26280908721234225,False,low
0.0007284584719887126,0.44168031413592584,False,low
9.364828663528503e-05,0.14687677532773988,False,low
0.0009365804244736198,0.26086453337162524,False,low
0.00014603385073742414,0.1707293378905512,False,low
0.0009592914434499896,0.411064756627227,False,low
0.0008028753343242457,0.07964315513095072,True,low
0.0005977451844216906,0.05265162388671919,True,low
0.0007847978635832514,0.25199463136556327,False,low
0.000797163690593255,0.3362719052969805,False,low
0.000946566792189157,0.3979670753442925,False,low
0.00026084952030079535,0.2952228015997529,False,low
0.0005941751364047261,0.3871510308981813,False,low
0.00010409870558875721,0.19696231922190097,False,low
0.0006200040430238801,0.017400967462968018,True,low
0.00017957839105186093,0.05893355464287671,True,low
0.0005693011053577175,0.020322578013269095,True,low
0.0005767062088935112,0.16514288158776982,True,low
0.0004713253014514151,0.24825017929307247,False,low
0.0005274054577579916,0.17880242434481275,False,low
0.0007662841561065221,0.2807391380581297,False,low
0.000801252269346946,0.24082396509790105,False,low
0.0004972316834196748,0.3392934581301062,False,low
0.0006035975071073862,0.33381411961813967,False,low
0.0009319238733332009,0.15971400940723104,True,low
0.0001285362526161116,0.17376101322518467,False,low
0.00012593253024110942,0.29298876299901033,False,low
9.683192179166072e-05,0.2986198014775301,False,low
0.0006612846521901226,0.15803525690492942,True,low
0.0004244222177824757,0.16582862500193718,False,low
0.0007765782019804248,0.3473284615798874,False,low
0.0006745190991755067,0.3240580006151587,False,low
0.0003403013807449558,0.06839035153520757,True,low
0.0008993828818879204,0.22107989795802133,False,low
0.0007649068255999458,0.4464603332765845,False,low
0.000277829591501074,0.019116532376133134,True,low
0.0003705500975943335,0.4277268092956226,False,low
0.0003212955804022203,0.08242590037500767,True,low
0.00016603553213874966,0.25411706759839625,False,low
0.00015630553881676974,0.21274387803258274,False,low
0.0009367661887419866,0.006054539333387952,True,low
0.00044352499682676576,0.45778307160772636,False,low
0.0003894866245496358,0.2280076884398185,False,low
0.0007323888515906042,0.4771798701035469,False,low
0.0005574631346003709,0.14408520658862972,True,low
0.0009367785869700777,0.43327161093457023,False,low
0.0007824984789702983,0.4612723974238196,False,low
0.000484575868483295,0.27885937576901954,False,low
0.00038259587874601796,0.10213621614599104,True,low
0.0009867652294750788,0.3429384686207543,False,low
0.0007205826336436071,0.2749400551982006,False,low
0.0009516827134038027,0.4723203032604603,False,low
0.00012729379144487096,0.22019675884343543,False,low
0.0008520283423988748,0.13498831017227117,True,low
0.0006407031451512956,0.07000521374555944,True,low
0.00013070246155176147,0.3496181507746531,False,low
0.0005923754199695285,0.48708069987131053,False,low
0.0006892354014543943,0.01514354151512784,True,low
2.217965902971681e-05,0.37048223203428526,False,low
0.0004597747822233291,0.4635382509172737,False,low
0.0008271455160843579,0.03831598557944732,True,low
0.000302405435090649,0.05597485250796044,True,low
0.0004639626009805656,0.3462865921264046,False,low
0.0004478909857972143,0.3243337245719984,False,low
0.0003089081175280667,0.0353448802428066,True,low
0.0009192574765603987,0.41737695332342706,False,low
0.0007834810950772007,0.2621885000746013,True,low
0.0001194825268861494,0.45369148929496966,False,low
0.0009970643112591974,0.4391174496153595,False,low
0.0008804080240646679,0.4064413767560327,False,low
0.0002910693534853986,0.25843354922596623,False,low
0.0008385276138643289,0.1266036102329667,True,low
0.00011535533655266903,0.25348177645165515,False,low
0.0009991136831694963,0.05130487752308825,True,low
0.0006690278887454715,0.32976422808823963,True,low
0.000653623765403209,0.06785463239527481,True,low
9.953631971429142e-05,0.2560753082878608,False,low
0.000898063064907659,0.028136605109242072,True,low
3.870950817242473e-05,0.15045673264704829,False,low
0.0002484197774607356,0.11680814987422412,False,low
0.00015159165641496865,0.3103957398131236,False,low
0.0007790002612852964,0.3936065692992318,False,low
0.0002062221849407689,0.029594174315722546,True,low
0.0009115318448595764,0.4252915588925367,False,low
0.0006597063489342153,0.43052307978234766,False,low
4.580108338974925e-05,0.17179226806972336,False,low
1.5375535787413457e-05,0.32984302891919076,False,low
6.114133784425493e-05,0.20190390282002132,False,low
0.0006098659258712505,0.07794125021262613,True,low
0.0008034669927508212,0.2648025468629921,True,low
0.0002461672924211146,0.04409347757629673,True,low
0.0008509147544938422,0.43935760554259795,False,low
6.665962075172778e-05,0.46222058994539467,False,low
0.0008029542151052595,0.4109849553686904,False,low
0.0009285174758705576,0.2817015322572333,False,low
0.0007743873151133368,0.279241696971602,False,low
0.0007011395761388509,0.49231908092386395,False,low
0.0008396004164688293,0.12470294322576025,True,low
4.9749786551595754e-05,0.038898234586698534,False,low
0.00020976428961186482,0.2814085208769877,False,low
0.00013367444251258665,0.16506401330724155,False,low
0.0005094856802910567,0.16184704763121407,False,low
0.0007477362470455561,0.004535591730804074,True,low
0.0006337117261306347,0.29852346536441854,False,low
0.0008526197887643157,0.1327528174355314,True,low
0.00016366086251667997,0.09474141554814781,False,low
0.00073727488101581,0.021175533765108855,True,low
0.00020111107596021505,0.18281642666133002,False,low
0.0002780511638046223,0.4396054673208422,False,low
0.0007128056503084909,0.1689987329910888,True,low
0.000980402737049695,0.33985803084967725,False,low
0.0006154281699172989,0.37851693473755177,False,low
6.395531184138264e-05,0.16472230378590957,False,low
0.0006201458802282575,0.41099872677100857,False,low
5.192704606436542e-05,0.3462479501738076,False,low
0.0008853042542531491,0.2800618721217748,False,low
0.0007124825022496146,0.0014952395612638292,True,low
0.00018139656795827818,0.018510292195481257,True,low
0.00010080379576595608,0.4954420562089256,False,low
0.0001916978965915158,0.39135967782827613,False,low
0.0009802269077586506,0.4688450641277006,False,low
0.00046397503603390496,0.45124929925409574,False,low
0.0007862401388579939,0.011201048588232669,True,low
0.0006400442586866991,0.39613179760574585,False,low
0.000576689018459051,0.22612172626156615,False,low
0.0001536789521183992,0.39498954379632717,False,low
0.0009465642090225141,0.004351176297529185,True,low
0.00030832920618957077,0.14481145129908157,False,low
0.0005822370436494667,0.3759105641198598,False,low
0.0007027781851431755,0.39671737351219327,False,low
0.0006527408236928559,0.31023758600609735,False,low
0.0009411884655985633,0.15132683853368561,True,low
0.0001569546000208574,0.1558709330526436,False,low
0.0005132692110624726,0.4834152178573743,False,low
0.0004099940468333583,0.22016687743786806,False,low
0.000479427042187792,0.22411564957167468,False,low
0.00012802535093576716,0.27661404237010906,False,low
0.00014275366377403768,0.20534166609533,False,low
0.00028529479032344483,0.27678311073410966,False,low
0.00031165755772322303,0.2167353759610114,False,low
0.0004336241815445365,0.41353074488149116,False,low
0.000614877671566262,0.4546164588793437,False,low
0.0006382828262440804,0.46612301964786546,False,low
0.00041769278761971456,0.2825838067088639,False,low
0.0004146952783344102,0.22163213017478317,False,low
0.00022545224142999235,0.3529147893371271,False,low
0.0005924231859249182,0.4193234720566574,False,low
0.0003238705022040655,0.2819281387911222,False,low
4.5699235934590066e-05,0.35029052988930837,False,low
0.0004242160437152918,0.37511494600990275,False,low
0.00047939134833926864,0.33852049458192607,False,low
0.00023333693952216886,0.3733206443089254,False,low
0.0005767333537908945,0.10511402094544318,False,low
